INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
50712002	5	7	12	2	Gem6_1_10	1	HÕo ThÕch (C¤p 7)	Bäo ThÕch sáng l¤p lánh, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W ð¬ sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 7#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.	150000	1000	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch M¸ Lñc	2	2004	1
50712003	5	7	12	3	Gem6_1_13	1	Nguy®t Quang ThÕch (C¤p 7)	Bäo ThÕch có màu lam nhÕt, huy«n äo nhß ánh trång, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W ð¬ sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 7#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch M¸ Lñc	4	2004	1
50712004	5	7	12	4	Gem6_2_1	1	Bích TÖ (C¤p 7)	Bäo ThÕch nhi«u màu s£c sÞ di­m l®, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W ð¬ sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 7#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch M¸ Lñc	3	2004	1
50712005	5	7	12	5	Gem6_2_10	1	Thu¥n T¸nh Hoàng Ng÷c (C¤p 7)	Hoàng Ng÷c thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch M¸ Lñc	16	2004	1
50712006	5	7	12	6	Gem6_2_14	1	Thu¥n T¸nh HÕo ThÕch (C¤p 7)	HÕo ThÕch thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch M¸ Lñc	17	2004	1
50712007	5	7	12	7	Gem6_2_11	1	Thu¥n T¸nh DÕ Quang ThÕch (C¤p 7)	Nguy®t Quang ThÕch thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch M¸ Lñc	15	2004	1
50712008	5	7	12	8	Gem6_2_15	1	Thu¥n T¸nh Bích TÖ (C¤p 7)	Bích TÖ thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch M¸ Lñc	14	2004	1
50713001	5	7	13	1	Gem6_1_15	1	Hoàng Bäo ThÕch (C¤p 7)	Hoàng S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	270	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	5	2004	1
50713002	5	7	13	2	Gem6_1_16	1	Lam Bäo ThÕch (C¤p 7)	Lam S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	270	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	6	2004	1
50713003	5	7	13	3	Gem6_1_7	1	Løc Bäo ThÕch (C¤p 7)	Løc S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	145	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	9	2004	1
50713004	5	7	13	4	Gem6_2_2	1	H°ng Bäo ThÕch (C¤p 7)	H°ng S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	10	2004	1
50713005	5	7	13	5	Gem6_2_3	1	H¡c Bäo ThÕch (C¤p 7)	H¡c S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	267	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	1	2004	1
50713006	5	7	13	6	Gem6_2_7	1	Huyªt Tinh ThÕch (C¤p 7)	Bäo ThÕch có vân ðö, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	14706	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch V§n M®nh	13	2004	1
50714001	5	7	14	1	Gem6_1_14	1	T± Mçu Løc (C¤p 7)	Phï thúy cñc ph¦m, màu xanh biªc, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GThiên C½ Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	963	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Bäo ThÕch Thiên C½	8	2004	1
50721001	5	7	21	1	Gemjiankang_3	1	Hoàng Minh ThÕch (C¤p 7)	Hoàng S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch Th¡ng Lþi	31	2004	1
50721002	5	7	21	2	Gemjiankang_15	1	Lam Minh ThÕch (C¤p 7)	Lam S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch Th¡ng Lþi	32	2004	1
50721003	5	7	21	3	Gemjiankang_11	1	H°ng Minh ThÕch (C¤p 7)	H°ng S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch Th¡ng Lþi	33	2004	1
50721004	5	7	21	4	Gemjiankang_7	1	Løc Minh ThÕch (C¤p 7)	Løc S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	90	-1	-1	-1	-1	-1	-1	FFFFFFCC	Bäo ThÕch Th¡ng Lþi	34	2004	1
50801001	5	8	1	1	Gem6_2_4	1	Miêu Nhãn ThÕch (C¤p 8)	Bäo ThÕch tña m¡t mèo, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GHy V÷ng Bäo ThÕch	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Hy V÷ng	1	2004	1
50801002	5	8	1	2	Gem6_1_1	1	H± Nhãn ThÕch (C¤p 8)	Bäo ThÕch tña m¡t h±, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GHy V÷ng Bäo ThÕch	50000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Hy V÷ng	2	2004	1
50802001	5	8	2	1	Gem6_1_3	1	Hoàng Tinh ThÕch (C¤p 8)	Hoàng S¡c Tinh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GTrí Tu® Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W ð¬ sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 8#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.#r#WSØ døng 3 viên Bäo ThÕch ðã qua ðiêu kh¡c và 1 #GBäo ThÕch Dung Luy®n Phù#W, có th¬ dung luy®n thành 1 viên Th¡ng Lþi Bäo ThÕch có ðÆng c¤p tß½ng Ñng.	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Trí Tu®	3	2004	1
50802002	5	8	2	2	Gem6_1_4	1	Lam Tinh ThÕch (C¤p 8)	Lam S¡c Tinh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GTrí Tu® Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W ð¬ sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 8#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.#r#WSØ døng 3 viên Bäo ThÕch ðã qua ðiêu kh¡c và 1 #GBäo ThÕch Dung Luy®n Phù#W, có th¬ dung luy®n thành 1 viên Th¡ng Lþi Bäo ThÕch có ðÆng c¤p tß½ng Ñng.	150000	1000	-1	-1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Trí Tu®	4	2004	1
50802003	5	8	2	3	Gem6_1_5	1	H°ng Tinh ThÕch (C¤p 8)	H°ng S¡c Tinh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GTrí Tu® Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W ð¬ sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 8#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.#r#WSØ døng 3 viên Bäo ThÕch ðã qua ðiêu kh¡c và 1 #GBäo ThÕch Dung Luy®n Phù#W, có th¬ dung luy®n thành 1 viên Th¡ng Lþi Bäo ThÕch có ðÆng c¤p tß½ng Ñng.	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Trí Tu®	5	2004	1
50802004	5	8	2	4	Gem6_1_6	1	Løc Tinh ThÕch (C¤p 8)	Løc S¡c Tinh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GTrí Tu® Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W ð¬ sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 8#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.#r#WSØ døng 3 viên Bäo ThÕch ðã qua ðiêu kh¡c và 1 #GBäo ThÕch Dung Luy®n Phù#W, có th¬ dung luy®n thành 1 viên Th¡ng Lþi Bäo ThÕch có ðÆng c¤p tß½ng Ñng.	150000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFFE5	Bäo ThÕch Trí Tu®	6	2004	1
