INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30301126	3	3	1	126	PeiFang_1	Loan Mµ Ngoa Ð° Tß¶ng	Thiªt Ch¤t Hài Ð° Tß¶ng C¤p 54, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	6000	1500	3	1	713501	55	1	5	5	-1	4	Ph¯i Phß½ng	6	619	2005	-1	0
30301127	3	3	1	127	PeiFang_1	#N Lang Ngoa Ð° Tß¶ng	Thiªt Ch¤t Hài Ð° Tß¶ng C¤p 64, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	8400	2100	3	1	713501	55	1	5	6	-1	4	Ph¯i Phß½ng	7	620	2005	-1	0
30301128	3	3	1	128	PeiFang_1	Toái Phách Ngoa Ð° Tß¶ng	Thiªt Ch¤t Hài Ð° Tß¶ng C¤p 74, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	11200	2800	3	1	713501	55	1	5	7	-1	4	Ph¯i Phß½ng	8	621	2005	-1	0
30301129	3	3	1	129	PeiFang_1	Ai Phøng Thiên Ngoa Ð° Tß¶ng	Thiªt Ch¤t Hài Ð° Tß¶ng C¤p 84, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	14400	3600	3	1	713501	55	1	5	8	-1	4	Ph¯i Phß½ng	9	622	2005	-1	0
30301130	3	3	1	130	PeiFang_1	Hung MÕch Quái Ngoa Ð° Tß¶ng	Thiªt Ch¤t Hài Ð° Tß¶ng C¤p 94, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	18000	4500	3	1	713501	55	1	5	9	-1	4	Ph¯i Phß½ng	10	623	2005	-1	0
30301131	3	3	1	131	PeiFang_1	Túc Thiªt Chß·ng Ð° Tß¶ng	Thiªt Ch¤t Hµ Thü Ð° Tß¶ng C¤p 6, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	200	50	9	1	713501	55	1	5	1	-1	4	Ph¯i Phß½ng	1	624	2005	-1	0
30301132	3	3	1	132	PeiFang_1	Xích Cß½ng Chß·ng Ð° Tß¶ng	Thiªt Ch¤t Hµ Thü Ð° Tß¶ng C¤p 16, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	400	100	9	1	713501	55	1	5	1	-1	4	Ph¯i Phß½ng	2	625	2005	-1	0
30301133	3	3	1	133	PeiFang_2	Tuyªt Mµc Chß·ng Ð° Tß¶ng	Thiªt Ch¤t Hµ Thü Ð° Tß¶ng C¤p 26, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	1200	300	9	1	713501	55	1	5	2	-1	4	Ph¯i Phß½ng	3	626	2005	-1	0
30301134	3	3	1	134	PeiFang_2	Huy«n Vân Chß·ng Ð° Tß¶ng	Thiªt Ch¤t Hµ Thü Ð° Tß¶ng C¤p 36, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	2400	600	9	1	713501	55	1	5	3	-1	4	Ph¯i Phß½ng	4	627	2005	-1	0
30301135	3	3	1	135	PeiFang_2	Túc Änh Chß·ng Ð° Tß¶ng	Thiªt Ch¤t Hµ Thü Ð° Tß¶ng C¤p 46, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	4000	1000	9	1	713501	55	1	5	4	-1	4	Ph¯i Phß½ng	5	628	2005	-1	0
30301136	3	3	1	136	PeiFang_2	Loan Mµ Chß·ng Ð° Tß¶ng	Thiªt Ch¤t Hµ Thü Ð° Tß¶ng C¤p 56, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	6000	1500	3	1	713501	55	1	5	5	-1	4	Ph¯i Phß½ng	6	629	2005	-1	0
30301137	3	3	1	137	PeiFang_2	#N Lang Chß·ng Ð° Tß¶ng	Thiªt Ch¤t Hµ Thü Ð° Tß¶ng C¤p 66, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	8400	2100	3	1	713501	55	1	5	6	-1	4	Ph¯i Phß½ng	7	630	2005	-1	0
30301138	3	3	1	138	PeiFang_2	Toái Pháchchß·ng Ð° Tß¶ng	Thiªt Ch¤t Hµ Thü Ð° Tß¶ng C¤p 76, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	11200	2800	3	1	713501	55	1	5	7	-1	4	Ph¯i Phß½ng	8	631	2005	-1	0
30301139	3	3	1	139	PeiFang_2	Ai Phøng Thiên Chß·ng Ð° Tß¶ng	Thiªt Ch¤t Hµ Thü Ð° Tß¶ng C¤p 86, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	14400	3600	3	1	713501	55	1	5	8	-1	4	Ph¯i Phß½ng	9	632	2005	-1	0
30301140	3	3	1	140	PeiFang_2	Hung MÕch Thánh Chß·ng Ð° Tß¶ng	Thiªt Ch¤t Hµ Thü Ð° Tß¶ng C¤p 96, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	18000	4500	3	1	713501	55	1	5	9	-1	4	Ph¯i Phß½ng	10	633	2005	-1	0
30301141	3	3	1	141	PeiFang_2	Túc Thiªt Khäi Ð° Tß¶ng	Thiªt Ch¤t Y Phøc Ð° Tß¶ng C¤p 8, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	200	50	9	1	713501	55	1	5	1	-1	4	Ph¯i Phß½ng	1	634	2005	-1	0
30301142	3	3	1	142	PeiFang_2	Xích Cang Khäi Ð° Tß¶ng	Thiªt Ch¤t Y Phøc Ð° Tß¶ng C¤p 18, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	400	100	9	1	713501	55	1	5	1	-1	4	Ph¯i Phß½ng	2	635	2005	-1	0
30301143	3	3	1	143	PeiFang_2	Tuyªt Mµc Khäi Ð° Tß¶ng	Thiªt Ch¤t Y Phøc Ð° Tß¶ng C¤p 28, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	1200	300	9	1	713501	55	1	5	2	-1	4	Ph¯i Phß½ng	3	636	2005	-1	0
30301144	3	3	1	144	PeiFang_2	Huy«n Vân Khäi Ð° Tß¶ng	Thiªt Ch¤t Y Phøc Ð° Tß¶ng C¤p 38, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	2400	600	9	1	713501	55	1	5	3	-1	4	Ph¯i Phß½ng	4	637	2005	-1	0
30301145	3	3	1	145	PeiFang_2	Túc Änh Khäi Ð° Tß¶ng	Thiªt Ch¤t Y Phøc Ð° Tß¶ng C¤p 48, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	4000	1000	9	1	713501	55	1	5	4	-1	4	Ph¯i Phß½ng	5	638	2005	-1	0
30301146	3	3	1	146	PeiFang_2	Loan Mµ Khäi Ð° Tß¶ng	Thiªt Ch¤t Y Phøc Ð° Tß¶ng C¤p 58, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	6000	1500	3	1	713501	55	1	5	5	-1	4	Ph¯i Phß½ng	6	639	2005	-1	0
30301147	3	3	1	147	PeiFang_2	#N Lang Khäi Ð° Tß¶ng	Thiªt Ch¤t Y Phøc Ð° Tß¶ng C¤p 68, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	8400	2100	3	1	713501	55	1	5	6	-1	4	Ph¯i Phß½ng	7	640	2005	-1	0
30301148	3	3	1	148	PeiFang_2	Toái Pháchkhäi Ð° Tß¶ng	Thiªt Ch¤t Y Phøc Ð° Tß¶ng C¤p 78, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	11200	2800	3	1	713501	55	1	5	7	-1	4	Ph¯i Phß½ng	8	641	2005	-1	0
30301149	3	3	1	149	PeiFang_2	Ai Phøng Thiên Khäi Ð° Tß¶ng	Thiªt Ch¤t Y Phøc Ð° Tß¶ng C¤p 88, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	14400	3600	3	1	713501	55	1	5	8	-1	4	Ph¯i Phß½ng	9	642	2005	-1	0
30301150	3	3	1	150	PeiFang_2	Hung MÕch Quái Giáp Ð° Tß¶ng	Thiªt Ch¤t Y Phøc Ð° Tß¶ng C¤p 98, thiên v« ngoÕi công.#r#c00FF00 (Nh¤n chuµt phäi ð¬ h÷c)	1	18000	4500	3	1	713501	55	1	5	9	-1	4	Ph¯i Phß½ng	10	643	2005	-1	0
30301151	3	3	1	151	PeiFang_6	Næ Chân Th¸ Phøc Ð° Tß¶ng	Th¶i trang Næ chân th¸ phøc ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	10000	1	1	1	713501	55	1	5	1	-1	4	Ph¯i Phß½ng	1	413	2005	-1	1
30301152	3	3	1	152	PeiFang_6	Miêu Vñc Phong Tình Ð° Tß¶ng	Th¶i trang Miêu vñc phong tình ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	10000	1	1	1	713501	55	1	5	1	-1	4	Ph¯i Phß½ng	1	414	2005	-1	1
30301153	3	3	1	153	PeiFang_6	Ph¤n M£c Nhân Sinh Ð° Tß¶ng	Th¶i trang Ph¤n m£c nhân sinh ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	10000	1	1	1	713501	55	1	5	1	-1	4	Ph¯i Phß½ng	1	415	2005	-1	1
30301154	3	3	1	154	PeiFang_6	Loan Phøng Hoà Minh Ð° Tß¶ng	Th¶i trang Loan phøng hoà minh ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	10000	1	1	1	713501	55	1	5	2	-1	4	Ph¯i Phß½ng	2	416	2005	-1	1
30301155	3	3	1	155	PeiFang_6	Ðoàn Dñ Ngæ Yên Ð° Tß¶ng	Th¶i trang Ðoàn dñ ngæ yên ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	10000	1	1	1	713501	55	1	5	2	-1	4	Ph¯i Phß½ng	2	417	2005	-1	1
30301156	3	3	1	156	PeiFang_6	Ám DÕ Bách Hþp Ð° Tß¶ng	Th¶i trang Ám dÕ bách hþp ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	10000	1	1	1	713501	55	1	5	2	-1	4	Ph¯i Phß½ng	2	418	2005	-1	1
30301157	3	3	1	157	PeiFang_6	Huyªt S¡c Chiªn Giáp Ð° Tß¶ng	Th¶i trang Huyªt s¡c chiªn giáp ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	10000	1	1	1	713501	55	1	5	3	-1	4	Ph¯i Phß½ng	2	423	2005	-1	1
30301158	3	3	1	158	PeiFang_6	Tiên Læ Tình Duyên Ð° Tß¶ng	Th¶i trang Tiên læ tình duyên ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	10000	1	1	1	713501	55	1	5	3	-1	4	Ph¯i Phß½ng	2	530	2005	-1	1
30301159	3	3	1	159	PeiFang_6	Hoàng Kim Chiªn Giáp Ð° Tß¶ng	Th¶i trang Hoàng kim chiªn giáp ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	10000	1	1	1	713501	55	1	5	3	-1	4	Ph¯i Phß½ng	2	531	2005	-1	1
30302001	3	3	2	1	PeiFang_1	Ph°n Tinh Kªt Ð° Tß¶ng	HÕng Liên ð° tß¶ng c¤p 8. #r#c00FF00 („n phím chuµt phäi có th¬ h÷c)	1	200	50	9	1	713501	55	1	6	1	-1	4	Ph¯i Phß½ng	1	131	2005	-1	0
30302002	3	3	2	2	PeiFang_1	Hoàng Ng÷c HÕng Liên Ð° Tß¶ng C¤p	HÕng Liên ð° tß¶ng c¤p 18. #r#c00FF00 („n phím chuµt phäi có th¬ h÷c)	1	400	100	9	1	713501	55	1	6	1	-1	4	Ph¯i Phß½ng	2	132	2005	-1	0
30302003	3	3	2	3	PeiFang_1	LßÞng Nghi Liên Ð° Tß¶ng	HÕng Liên ð° tß¶ng c¤p 28. #r#c00FF00 („n phím chuµt phäi có th¬ h÷c)	1	1200	300	9	1	713501	55	1	6	2	-1	4	Ph¯i Phß½ng	3	133	2005	-1	0
30302004	3	3	2	4	PeiFang_1	Phong Xuyên Liên Ð° Tß¶ng	HÕng Liên ð° tß¶ng c¤p 38. #r#c00FF00 („n phím chuµt phäi có th¬ h÷c)	1	2400	600	9	1	713501	55	1	6	3	-1	4	Ph¯i Phß½ng	4	134	2005	-1	0
30302005	3	3	2	5	PeiFang_1	Lßu Ly Kªt Ð° Tß¶ng	HÕng Liên ð° tß¶ng c¤p 48. #r#c00FF00 („n phím chuµt phäi có th¬ h÷c)	1	4000	1000	9	1	713501	55	1	6	4	-1	4	Ph¯i Phß½ng	5	135	2005	-1	0
30302006	3	3	2	6	PeiFang_1	Tuyên Thanh Thúc Ð° Tß¶ng	HÕng Liên ð° tß¶ng c¤p 58. #r#c00FF00 („n phím chuµt phäi có th¬ h÷c)	1	6000	1500	3	1	713501	55	1	6	5	-1	4	Ph¯i Phß½ng	6	136	2005	-1	0
30302007	3	3	2	7	PeiFang_1	Âm Dß½ng Liên Ð° Tß¶ng	HÕng Liên ð° tß¶ng c¤p 68. #r#c00FF00 („n phím chuµt phäi có th¬ h÷c)	1	8400	2100	3	1	713501	55	1	6	6	-1	4	Ph¯i Phß½ng	7	137	2005	-1	0
30302008	3	3	2	8	PeiFang_1	Câu H°n Linh Ð° Tß¶ng	HÕng Liên ð° tß¶ng c¤p 78. #r#c00FF00 („n phím chuµt phäi có th¬ h÷c)	1	11200	2800	3	1	713501	55	1	6	7	-1	4	Ph¯i Phß½ng	8	138	2005	-1	0
30302009	3	3	2	9	PeiFang_1	Li®t Nh§t Ð° Tß¶ng	HÕng Liên ð° tß¶ng c¤p 88. #r#c00FF00 („n phím chuµt phäi có th¬ h÷c)	1	14400	3600	3	1	713501	55	1	6	8	-1	4	Ph¯i Phß½ng	9	139	2005	-1	0
30302010	3	3	2	10	PeiFang_1	Ði®p Luyªn Ð° Tß¶ng	HÕng Liên ð° tß¶ng c¤p 98. #r#c00FF00 („n phím chuµt phäi có th¬ h÷c)	1	18000	4500	3	1	713501	55	1	6	9	-1	4	Ph¯i Phß½ng	10	140	2005	-1	0
30302011	3	3	2	11	PeiFang_1	Kinh Gi¾i Tß¶ng Ð°	Gi¾i Chï ð° tß¶ng c¤p 5. #r#c00FF00 („n chuµt phäi ð¬ h÷c)	1	200	50	9	1	713501	55	1	6	1	-1	4	Ph¯i Phß½ng	1	141	2005	-1	0
30302012	3	3	2	12	PeiFang_1	Thanh Tùng Gi¾i Chï Ð° Tß¶ng C¤p	Gi¾i Chï ð° tß¶ng c¤p 15. #r#c00FF00 („n chuµt phäi ð¬ h÷c)	1	400	100	9	1	713501	55	1	6	1	-1	4	Ph¯i Phß½ng	2	142	2005	-1	0
30302013	3	3	2	13	PeiFang_1	Thiên Hþp Gi¾i Chï Ð° Tß¶ng C¤p	Gi¾i Chï ð° tß¶ng c¤p 25. #r#c00FF00 („n chuµt phäi ð¬ h÷c)	1	1200	300	9	1	713501	55	1	6	2	-1	4	Ph¯i Phß½ng	3	143	2005	-1	0
30302014	3	3	2	14	PeiFang_1	Cát Tß¶ng Gi¾i Chï Ð° Tß¶ng C¤p	Gi¾i Chï ð° tß¶ng c¤p 35. #r#c00FF00 („n chuµt phäi ð¬ h÷c)	1	2400	600	9	1	713501	55	1	6	3	-1	4	Ph¯i Phß½ng	4	144	2005	-1	0
30302015	3	3	2	15	PeiFang_1	Huy«n Quyªt Ð° Tß¶ng	Gi¾i Chï ð° tß¶ng c¤p 45. #r#c00FF00 („n chuµt phäi ð¬ h÷c)	1	4000	1000	9	1	713501	55	1	6	4	-1	4	Ph¯i Phß½ng	5	145	2005	-1	0
30302016	3	3	2	16	PeiFang_1	Thiên Änh Ð° Tß¶ng	Gi¾i Chï ð° tß¶ng c¤p 55. #r#c00FF00 („n chuµt phäi ð¬ h÷c)	1	6000	1500	3	1	713501	55	1	6	5	-1	4	Ph¯i Phß½ng	6	146	2005	-1	0
30302017	3	3	2	17	PeiFang_1	Bát Trân Ð° Tß¶ng	Gi¾i Chï ð° tß¶ng c¤p 65. #r#c00FF00 („n chuµt phäi ð¬ h÷c)	1	8400	2100	3	1	713501	55	1	6	6	-1	4	Ph¯i Phß½ng	7	147	2005	-1	0
30302018	3	3	2	18	PeiFang_1	Bách Xuyên Ð° Tß¶ng	Gi¾i Chï ð° tß¶ng c¤p 75. #r#c00FF00 („n chuµt phäi ð¬ h÷c)	1	11200	2800	3	1	713501	55	1	6	7	-1	4	Ph¯i Phß½ng	8	148	2005	-1	0
30302019	3	3	2	19	PeiFang_1	Yêu Ngôn Ð° Tß¶ng	Gi¾i Chï ð° tß¶ng c¤p 85. #r#c00FF00 („n chuµt phäi ð¬ h÷c)	1	14400	3600	3	1	713501	55	1	6	8	-1	4	Ph¯i Phß½ng	9	149	2005	-1	0
30302020	3	3	2	20	PeiFang_1	Ph§t Ngæ Ð° Tß¶ng	Gi¾i Chï ð° tß¶ng c¤p 95. #r#c00FF00 („n chuµt phäi ð¬ h÷c)	1	18000	4500	3	1	713501	55	1	6	9	-1	4	Ph¯i Phß½ng	10	150	2005	-1	0
30302021	3	3	2	21	PeiFang_1	Hàn Mµc Hµ Phù Ð° Tß¶ng C¤p	Hµ phù c¤p 5 ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	200	50	9	1	713501	55	1	6	1	-1	4	Ph¯i Phß½ng	1	151	2005	-1	0
30302022	3	3	2	22	PeiFang_1	Thanh Ngæ Hµ Phù Ð° Tß¶ng C¤p	Hµ phù c¤p 15 ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	400	100	9	1	713501	55	1	6	1	-1	4	Ph¯i Phß½ng	2	152	2005	-1	0
30302023	3	3	2	23	PeiFang_1	Huy«n Ði®p Hµ Phù Ð° Tß¶ng C¤p	Hµ phù c¤p 25 ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	1200	300	9	1	713501	55	1	6	2	-1	4	Ph¯i Phß½ng	3	153	2005	-1	0
30302024	3	3	2	24	PeiFang_1	Ám Ty Hµ Phù Ð° Tß¶ng C¤p	Hµ phù c¤p 35 ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	2400	600	9	1	713501	55	1	6	3	-1	4	Ph¯i Phß½ng	4	154	2005	-1	0
30302025	3	3	2	25	PeiFang_1	Nhß Giao Hµ Phù Ð° Tß¶ng C¤p	Hµ phù c¤p 45 ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	4000	1000	9	1	713501	55	1	6	4	-1	4	Ph¯i Phß½ng	5	155	2005	-1	0
30302026	3	3	2	26	PeiFang_1	Vân LÕc Hµ Phù Ð° Tß¶ng C¤p	Hµ phù c¤p 55 ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	6000	1500	3	1	713501	55	1	6	5	-1	4	Ph¯i Phß½ng	6	156	2005	-1	0
30302027	3	3	2	27	PeiFang_1	CØa Liên Ð° Tß¶ng	Hµ phù c¤p 65 ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	8400	2100	3	1	713501	55	1	6	6	-1	4	Ph¯i Phß½ng	7	157	2005	-1	0
30302028	3	3	2	28	PeiFang_1	Túc Giao Ð° Tß¶ng	Hµ phù c¤p 75 ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	11200	2800	3	1	713501	55	1	6	7	-1	4	Ph¯i Phß½ng	8	158	2005	-1	0
30302029	3	3	2	29	PeiFang_1	Xuyên Mµ Ð° Tß¶ng	Hµ phù c¤p 85 ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	14400	3600	3	1	713501	55	1	6	8	-1	4	Ph¯i Phß½ng	9	159	2005	-1	0
30302030	3	3	2	30	PeiFang_1	Phi Tuyªt Ð° Tß¶ng	Hµ phù c¤p 95 ð° tß¶ng. #r#c00FF00 (¤n chuµt phäi ð¬ sØ døng)	1	18000	4500	3	1	713501	55	1	6	9	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302031	3	3	2	31	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302032	3	3	2	32	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302033	3	3	2	33	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302034	3	3	2	34	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302035	3	3	2	35	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302036	3	3	2	36	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	3	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302037	3	3	2	37	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	3	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302038	3	3	2	38	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	3	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302039	3	3	2	39	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	3	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302040	3	3	2	40	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	3	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302041	3	3	2	41	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302042	3	3	2	42	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302043	3	3	2	43	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302044	3	3	2	44	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302045	3	3	2	45	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302046	3	3	2	46	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302047	3	3	2	47	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302048	3	3	2	48	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302049	3	3	2	49	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302050	3	3	2	50	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
30302051	3	3	2	51	PeiFang_1	Hµ Phù Ð° Tß¶ng (VÑt Bö)	Hµ phù ð° tß¶ng (vÑt bö). #r#c00FF00 (Có th¬ bán ð±i ngân lßþng)	1	18000	4500	9	1	-1	55	1	6	10	-1	4	Ph¯i Phß½ng	-1	160	2005	-1	0
