INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
23492	Chß½ng Ngß Biªn D¸	2349	5	9	1	0	1000	10	698	200000	-1	-1	702	900000	732	300000	660	200000	724	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	798	912	1482	912	1254	693	762	796	900	1039	250	500	50	150	50	60000	23490
23499	Chß½ng Ngß Bäo Bäo	2349	5	9	0	1	1000	10	698	200000	-1	-1	702	900000	732	300000	660	200000	724	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71624	613	701	1140	701	964	693	762	796	900	1039	250	500	50	150	50	60000	23490
23500	Chß½ng Ngß Thành Niên	2350	45	9	0	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	250	500	50	150	50	60000	23500
23501	Chß½ng Ngß Biªn D¸	2350	45	9	1	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	250	500	50	150	50	60000	23500
23502	Chß½ng Ngß Biªn D¸	2350	45	9	1	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	250	500	50	150	50	60000	23500
23503	Chß½ng Ngß Biªn D¸	2350	45	9	1	0	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	250	500	50	150	50	60000	23500
23509	Chß½ng Ngß Bäo Bäo	2350	45	9	0	1	1000	10	698	250000	-1	-1	702	900000	732	350000	660	250000	724	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	250	500	50	150	50	60000	23500
23510	Chß½ng Ngß Thành Niên	2351	55	9	0	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	250	500	50	150	50	60000	23510
23511	Chß½ng Ngß Biªn D¸	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	250	500	50	150	50	60000	23510
23512	Chß½ng Ngß Biªn D¸	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	250	500	50	150	50	60000	23510
23513	Chß½ng Ngß Biªn D¸	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	250	500	50	150	50	60000	23510
23514	Chß½ng Ngß Biªn D¸	2351	55	9	1	0	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	250	500	50	150	50	60000	23510
23519	Chß½ng Ngß Bäo Bäo	2351	55	9	0	1	1000	10	698	300000	-1	-1	702	900000	732	400000	660	300000	724	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	250	500	50	150	50	60000	23510
23520	Chß½ng Ngß Thành Niên	2352	65	9	0	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	250	500	50	150	50	60000	23520
23521	Chß½ng Ngß Biªn D¸	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	250	500	50	150	50	60000	23520
23522	Chß½ng Ngß Biªn D¸	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	250	500	50	150	50	60000	23520
23523	Chß½ng Ngß Biªn D¸	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	250	500	50	150	50	60000	23520
23524	Chß½ng Ngß Biªn D¸	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	250	500	50	150	50	60000	23520
23525	Chß½ng Ngß Biªn D¸	2352	65	9	1	0	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	250	500	50	150	50	60000	23520
23529	Chß½ng Ngß Bäo Bäo	2352	65	9	0	1	1000	10	698	350000	-1	-1	702	900000	732	450000	660	350000	724	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	250	500	50	150	50	60000	23520
23530	Chß½ng Ngß Thành Niên	2353	75	9	0	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	250	500	50	150	50	60000	23530
23531	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	250	500	50	150	50	60000	23530
23532	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	250	500	50	150	50	60000	23530
23533	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	250	500	50	150	50	60000	23530
23534	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	250	500	50	150	50	60000	23530
23535	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	250	500	50	150	50	60000	23530
23536	Chß½ng Ngß Biªn D¸	2353	75	9	1	0	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	250	500	50	150	50	60000	23530
23539	Chß½ng Ngß Bäo Bäo	2353	75	9	0	1	1000	10	698	400000	-1	-1	702	900000	732	500000	660	400000	724	400000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	250	500	50	150	50	60000	23530
23540	Chß½ng Ngß Thành Niên	2354	85	9	0	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	250	500	50	150	50	60000	23540
23541	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	250	500	50	150	50	60000	23540
23542	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	250	500	50	150	50	60000	23540
23543	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	250	500	50	150	50	60000	23540
23544	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	250	500	50	150	50	60000	23540
23545	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	250	500	50	150	50	60000	23540
23546	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	250	500	50	150	50	60000	23540
23547	Chß½ng Ngß Biªn D¸	2354	85	9	1	0	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	250	500	50	150	50	60000	23540
23549	Chß½ng Ngß Bäo Bäo	2354	85	9	0	1	1000	10	698	450000	-1	-1	702	900000	732	550000	660	450000	724	450000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	250	500	50	150	50	60000	23540
23550	Chß½ng Ngß Thành Niên	2355	95	9	0	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	250	500	50	150	50	60000	23550
23551	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1595	981	1350	1459	1604	1677	1896	2388	250	500	50	150	50	60000	23550
23552	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1653	1017	1398	1459	1604	1677	1896	2388	250	500	50	150	50	60000	23550
23553	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1710	1052	1447	1459	1604	1677	1896	2388	250	500	50	150	50	60000	23550
23554	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	952	1088	1768	1088	1496	1459	1604	1677	1896	2388	250	500	50	150	50	60000	23550
23555	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	983	1123	1826	1123	1545	1459	1604	1677	1896	2388	250	500	50	150	50	60000	23550
23556	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1014	1159	1883	1159	1594	1459	1604	1677	1896	2388	250	500	50	150	50	60000	23550
23557	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1045	1194	1941	1194	1642	1459	1604	1677	1896	2388	250	500	50	150	50	60000	23550
23558	Chß½ng Ngß Biªn D¸	2355	95	9	1	0	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1076	1230	1999	1230	1691	1459	1604	1677	1896	2388	250	500	50	150	50	60000	23550
23559	Chß½ng Ngß Bäo Bäo	2355	95	9	0	1	1000	10	698	500000	-1	-1	702	900000	732	600000	660	500000	724	500000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1537	946	1301	1459	1604	1677	1896	2388	250	500	50	150	50	60000	23550
23560	Ði®p Luyªn Hoa Trß·ng Thành	2356	5	9	0	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	100	200	100	100	60000	23560
23561	Ði®p Luyªn Hoa Biªn D¸	2356	5	9	1	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	755	862	1402	862	1186	846	930	972	1099	1269	500	100	200	100	100	60000	23560
23562	Ði®p Luyªn Hoa Biªn D¸	2356	5	9	1	0	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	853	975	1585	975	1341	846	930	972	1099	1269	500	100	200	100	100	60000	23560
23569	Ði®p Luyªn Hoa Bäo Bäo	2356	5	9	0	1	1	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	656	750	1219	750	1031	846	930	972	1099	1269	500	100	200	100	100	60000	23560
23570	Ði®p Luyªn Hoa Trß·ng Thành	2357	45	9	0	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	100	200	100	100	60000	23570
23571	Ði®p Luyªn Hoa Biªn D¸	2357	45	9	1	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	753	861	1399	861	1184	948	1042	1090	1232	1422	500	100	200	100	100	60000	23570
23572	Ði®p Luyªn Hoa Biªn D¸	2357	45	9	1	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	822	939	1527	939	1292	948	1042	1090	1232	1422	500	100	200	100	100	60000	23570
23573	Ði®p Luyªn Hoa Biªn D¸	2357	45	9	1	0	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	890	1018	1654	1018	1399	948	1042	1090	1232	1422	500	100	200	100	100	60000	23570
23579	Ði®p Luyªn Hoa Bäo Bäo	2357	45	9	0	1	1	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	685	783	1272	783	1076	948	1042	1090	1232	1422	500	100	200	100	100	60000	23570
23580	Ði®p Luyªn Hoa Trß·ng Thành	2358	55	9	0	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	100	200	100	100	60000	23580
23581	Ði®p Luyªn Hoa Biªn D¸	2358	55	9	1	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	767	877	1425	877	1206	1051	1156	1208	1366	1576	500	100	200	100	100	60000	23580
23582	Ði®p Luyªn Hoa Biªn D¸	2358	55	9	1	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	821	938	1524	938	1290	1051	1156	1208	1366	1576	500	100	200	100	100	60000	23580
23583	Ði®p Luyªn Hoa Biªn D¸	2358	55	9	1	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	874	999	1624	999	1374	1051	1156	1208	1366	1576	500	100	200	100	100	60000	23580
23584	Ði®p Luyªn Hoa Biªn D¸	2358	55	9	1	0	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	928	1060	1723	1060	1458	1051	1156	1208	1366	1576	500	100	200	100	100	60000	23580
23589	Ði®p Luyªn Hoa Bäo Bäo	2358	55	9	0	1	1	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	714	816	1326	816	1122	1051	1156	1208	1366	1576	500	100	200	100	100	60000	23580
23590	Ði®p Luyªn Hoa Trß·ng Thành	2359	65	9	0	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	100	200	100	100	60000	23590
23591	Ði®p Luyªn Hoa Biªn D¸	2359	65	9	1	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	787	899	1462	899	1237	1153	1268	1325	1498	1729	500	100	200	100	100	60000	23590
23592	Ði®p Luyªn Hoa Biªn D¸	2359	65	9	1	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	831	950	1544	950	1307	1153	1268	1325	1498	1729	500	100	200	100	100	60000	23590
23593	Ði®p Luyªn Hoa Biªn D¸	2359	65	9	1	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	876	1001	1627	1001	1377	1153	1268	1325	1498	1729	500	100	200	100	100	60000	23590
23594	Ði®p Luyªn Hoa Biªn D¸	2359	65	9	1	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	920	1052	1710	1052	1447	1153	1268	1325	1498	1729	500	100	200	100	100	60000	23590
23595	Ði®p Luyªn Hoa Biªn D¸	2359	65	9	1	0	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	965	1103	1793	1103	1517	1153	1268	1325	1498	1729	500	100	200	100	100	60000	23590
23599	Ði®p Luyªn Hoa Bäo Bäo	2359	65	9	0	1	1	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	742	848	1379	848	1167	1153	1268	1325	1498	1729	500	100	200	100	100	60000	23590
23600	Ði®p Luyªn Hoa Trß·ng Thành	2360	75	9	0	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	200	100	100	60000	23600
23601	Ði®p Luyªn Hoa Biªn D¸	2360	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	809	925	1504	925	1272	1255	1380	1443	1631	1882	500	100	200	100	100	60000	23600
23602	Ði®p Luyªn Hoa Biªn D¸	2360	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	848	969	1575	969	1333	1255	1380	1443	1631	1882	500	100	200	100	100	60000	23600
23603	Ði®p Luyªn Hoa Biªn D¸	2360	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	887	1013	1647	1013	1394	1255	1380	1443	1631	1882	500	100	200	100	100	60000	23600
23604	Ði®p Luyªn Hoa Biªn D¸	2360	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	925	1057	1719	1057	1454	1255	1380	1443	1631	1882	500	100	200	100	100	60000	23600
23605	Ði®p Luyªn Hoa Biªn D¸	2360	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	964	1102	1790	1102	1515	1255	1380	1443	1631	1882	500	100	200	100	100	60000	23600
23606	Ði®p Luyªn Hoa Biªn D¸	2360	75	9	1	0	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1002	1146	1862	1146	1575	1255	1380	1443	1631	1882	500	100	200	100	100	60000	23600
23609	Ði®p Luyªn Hoa Bäo Bäo	2360	75	9	0	1	1	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	771	881	1432	881	1212	1255	1380	1443	1631	1882	500	100	200	100	100	60000	23600
23610	Ði®p Luyªn Hoa Trß·ng Thành	2361	85	9	0	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	200	100	100	60000	23610
23611	Ði®p Luyªn Hoa Biªn D¸	2361	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	833	952	1548	952	1310	1357	1492	1560	1764	2035	500	100	200	100	100	60000	23610
23612	Ði®p Luyªn Hoa Biªn D¸	2361	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	867	991	1611	991	1363	1357	1492	1560	1764	2035	500	100	200	100	100	60000	23610
23613	Ði®p Luyªn Hoa Biªn D¸	2361	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	902	1031	1675	1031	1417	1357	1492	1560	1764	2035	500	100	200	100	100	60000	23610
23614	Ði®p Luyªn Hoa Biªn D¸	2361	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	936	1070	1739	1070	1471	1357	1492	1560	1764	2035	500	100	200	100	100	60000	23610
23615	Ði®p Luyªn Hoa Biªn D¸	2361	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	970	1109	1802	1109	1525	1357	1492	1560	1764	2035	500	100	200	100	100	60000	23610
23616	Ði®p Luyªn Hoa Biªn D¸	2361	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1004	1148	1866	1148	1579	1357	1492	1560	1764	2035	500	100	200	100	100	60000	23610
23617	Ði®p Luyªn Hoa Biªn D¸	2361	85	9	1	0	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1039	1187	1929	1187	1633	1357	1492	1560	1764	2035	500	100	200	100	100	60000	23610
23619	Ði®p Luyªn Hoa Bäo Bäo	2361	85	9	0	1	1	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	799	913	1484	913	1256	1357	1492	1560	1764	2035	500	100	200	100	100	60000	23610
23620	Ði®p Luyªn Hoa Trß·ng Thành	2362	95	9	0	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	828	946	1608	946	1301	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23620
23621	Ði®p Luyªn Hoa Biªn D¸	2362	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	859	981	1669	981	1350	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23620
23622	Ði®p Luyªn Hoa Biªn D¸	2362	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	890	1017	1729	1017	1398	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23620
23623	Ði®p Luyªn Hoa Biªn D¸	2362	95	9	1	0	1	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	921	1052	1789	1052	1447	1459	1604	1677	1896	2388	500	100	200	100	100	60000	23620
